Gene,PC_1 prostate tumor,PC_1 matched normal tissue,PC_2 prostate tumor,PC_2 matched normal tissue,PC_3 prostate tumor,PC_3 matched normal tissue,PC_4 prostate tumor,PC_4 matched normal tissue,PC_5 prostate tumor,PC_5 matched normal tissue,PC_6 prostate tumor,PC_6 matched normal tissue,PC_7 prostate tumor,PC_7 matched normal tissue,PC_8 prostate tumor,PC_8 matched normal tissue,PC_9 matched normal tissue,PC_9 prostate tumor,PC_10 matched normal tissue,PC_10 prostate tumor
KRT8P41,0,0,0,0,0,0,0,0.3449,0.1152,0,0,0.0228,0,0.244,0,0.0217,0.07,0.0206,0,0.3657
FTH1P3,0.7596,0.3258,0.5253,0.5104,0.64,0.1989,0.1884,0.2891,0.1986,0.3164,0.4832,0.2621,0.7343,0.2439,0.1576,0.5207,0.2012,0.2173,0,0.0725
FASLG,0.2186,0.3052,0.2236,0.085,0.4222,0.159,0.2407,0.2167,0.3861,0.2033,0.2625,0.4693,0.4003,0.2438,0.0788,0.2706,0.8715,0.8983,0.1021,0.169
ACTG1P4,0.1767,0.1466,0.1027,0,0.1229,0.2481,0.1608,0.0595,0.2648,0.8024,0.252,0.4297,0.0854,0.2438,0.0378,0.2698,0.0215,0.1517,0.1569,0.4058
NOX4,0.3569,0.1515,0.1166,0.1658,1.4395,0.1809,1.5712,0.1921,0.73,0.3644,0.2736,0.2122,0.8004,0.2437,0.1263,0.1119,0.2681,0.4083,0.0929,0.7192
P2RX5-TAX1BP3,0.4647,0.2411,0.2776,0.1586,0.4974,0.3381,0.1589,0.1944,0.2814,0.3533,0.2073,0.3116,0.4864,0.2437,0.1765,0.2245,0.1595,0.2459,0.1023,0.3777
FBXO43,0.2361,0.0348,0.0388,0.0969,0.0875,0.034,0.2028,0.0647,0.3961,0.2189,0.1556,0.0871,0.1775,0.2432,0.0225,0.0475,0.1847,0.1913,0.0815,0.0413
HOXB8,0.0958,0.0635,0.1214,0.0253,0.1998,0.0621,0.2069,2.1377,0.1607,0.1763,0.0874,0.0454,0.1042,0.2432,0.041,0.1083,0.3256,0.2466,0,0.1759
CR1,0.1342,0.1713,0.2734,0.1975,1.094,0.3555,2.0137,0.1856,0.1604,0.1512,0.1587,0.1107,0.151,0.2429,0.0264,0.1115,0.825,0.7799,0.0332,0.328
TIPARP-AS1,0.4038,0.2432,0.1743,0.2903,0.344,0.1262,0.211,0.0694,0.2966,0.2024,0.149,0.1304,0.4236,0.2428,0.1765,0.0544,0.1001,0.1327,0.3508,0.2705
PCDHGA11,0.0721,0.3269,0.2133,0.238,0.1554,0.6581,0.1189,0.182,0.0778,0.1504,0.4813,0.248,0.2832,0.2428,0.0502,0.1998,0.2364,0.0464,0.004,0.0284
SPEF1,0.495,0.1216,0.2789,0.2613,0.0306,0.0832,0.025,0.2714,0.5142,0.135,0.1632,0.1566,0.1595,0.2428,0.1177,0.1991,0,0.1652,0.2197,0.0866
HMSD,0.0686,0,0,0.0725,0,0,0,0.3078,0.0658,0,0,0,0.2654,0.2424,0.0587,0.1863,0.9998,0,0,0
CES5AP1,1.9715,10.1753,0,0,0.0555,1.8111,0,0,0.2393,3.7236,0,0.0237,0.0241,0.2424,0,0.0226,0,0,0.4873,0.4191
KLRC3,0.2108,0.205,0.1781,0.4228,0.4922,0.3642,0.1534,0.9832,0.384,0.2896,0.2885,0.08,0.2852,0.2419,0.018,0.2097,1.2281,0.6872,0.2806,0.6636
SCG3,0.0783,0,0.397,0.2755,0.1234,0.0113,0.1424,0.7141,0.3753,0.3074,0.1905,0.0867,0.0378,0.2419,0.0335,0.0826,0.9758,0.4759,0,0.1438
ALDH8A1,0,0.0151,0.1446,0,0.1713,0.1478,0.0311,0.046,0.1723,0.4703,0.1327,0.0812,0.3142,0.2417,0.0146,0.1625,0.1662,0.1542,0.1367,0.3681
MLANA,0.2738,0.2422,0.1096,0.0913,0.0641,0.2241,0.0655,0.2456,0.2349,0.2263,0.0395,0.2324,0.1672,0.2417,0.0987,0.1695,0.028,0.1607,0.0895,0.2722
CDHR3,0.2095,0.1494,0.3227,0.3781,0.357,0.1489,0.1506,0.1606,0.473,0.4179,0.1388,0.1474,0.2221,0.2416,0.0029,0.0703,0.0197,0.0986,0.1349,0.1489
DLX4,0.1091,0.0386,0.1291,0,0.0486,0.066,0.0298,0.0979,0.1674,0.1179,0.0996,0.0414,0.0844,0.2409,0,0.1086,0.2332,0.0937,0,0.252
LINC00242,0.0727,0.2571,0.4605,0.0671,0,0.2668,0.1817,0.2444,0.0784,0.214,0.0995,0.2413,0.2634,0.2406,0.0777,0.3616,0.3705,0.187,0.1935,0.1049
GOLGA6L10,0.5942,0.4434,0.1255,0.1568,0.0964,0.4545,0.0338,0.1222,0.3502,0.4982,0.0904,0.5285,0.6641,0.2405,0.1271,0.3752,0.012,0.0744,0.4175,0.4028
LOC100134368,0.7216,0.5539,0.1496,0.0719,0.7722,0.4587,0.5325,0.9039,0.3525,0.6415,0.3852,0.4392,0.4475,0.2404,0.2797,0.2587,0.4628,0.3505,0.6163,0.7002
HYMAI,0.2106,0.2717,0.1595,0.1853,0.0244,0.163,0.0319,0.3307,0.1851,0.4264,0.0681,0.3039,0.2799,0.2402,0.0901,0.2223,0.0469,0.2523,0.3155,0.0875
FRMPD4,0.0259,0.1902,0.1752,0.413,0,0.2372,0.0141,0.0325,0.0745,0.2238,0.175,0.3048,0.0851,0.2402,0.0577,0.1031,0.1107,0.1556,0.2001,0.1903
VIP,0.0814,0.1441,0.975,0,0.3321,0.2228,0.5679,0.2435,0,0.2265,0.6937,0.1674,0.0131,0.2397,0.0232,0.086,0.2109,0.0699,0.0483,0
SALL3,0.069,0.2725,1.5586,0.2719,0.0205,0.6834,0.0167,1.9764,0.2029,1.0248,0.4197,1.1345,0.0445,0.2396,0.2008,0.7157,0.3127,0.4696,0,0.5696
C21orf49,1.211,1.0231,0.7638,0.7252,0.4824,0.4997,0.8878,2.0756,0.8319,0.8339,1.3197,1.4405,0.5067,0.2394,0.9901,1.0466,1.2464,0.8065,1.0589,0.7209
CHRNA5,2.2165,1.2786,1.1963,0.6805,2.9743,1.5143,1.2108,0.3242,1.0165,1.1293,0.8026,0.7543,1.607,0.2393,5.9235,2.049,0.4797,1.1474,0.6309,0.9988
FUT8-AS1,0.0217,0.1438,0.3115,0.0916,0.2893,0.1311,0.2958,0.3306,0.1247,0.0851,0.1979,0.2674,0.1257,0.2393,0.1113,0.1373,0.0842,0.0744,0.1443,0.4323
TMEM31,0.18,0.1857,0.355,0.1267,0.8008,0.311,0.1092,0.0538,0.2877,0.324,0.7119,0.3416,0.522,0.2384,0.0257,0.2714,0,0.2059,0.3196,0
CDKL2,0.0186,0.1194,0.24,0.0098,0.7715,0.2212,0.3388,0.2255,0.0268,0.2194,0.102,0.1325,0.2745,0.2384,0.1315,0.2317,0.3663,0.3116,0.0413,0.0293
DNAH2,0.1724,0.1021,0.088,0.0584,0.0072,0.1026,0.0887,0.0817,0.0577,0.0942,0.1766,0.1481,0.132,0.2383,0.0543,0.0177,0.0426,0.0977,0.1126,0.0256
NCMAP,0.6713,2.886,3.2832,0.1046,0.4161,1.2646,3.3533,1.4958,0.649,1.3018,0.457,2.2292,0.5372,0.2381,0.4521,1.8321,0.4168,0.9113,2.1442,0.6295
SEC14L4,0.2347,0.2153,0.1029,0.1469,0.3191,0.0976,0.0712,0.1326,0.1751,0.256,0.1428,0.2722,0.4874,0.238,0.0149,0.354,0.2955,0.0522,0.1389,0.2646
INE2,0.1875,0.1347,0.099,0.1732,0.0912,0.1012,0.064,0.0736,0.0562,0.2301,0.1711,0.2224,0.3398,0.238,0.0401,0.1484,0.1707,0.2514,0.3225,0.1599
HGFAC,0.0862,0.3908,0.1457,0.1024,0.7191,0.3258,0.0784,0.4737,0.3926,0.201,0.0885,0.4498,0.2083,0.2379,0.0369,0.2827,0.157,0.2681,0.0861,0.2036
CHRM4,0,0.0265,0.0759,0.0316,0.0832,0.1809,0,0.1476,0,0,0.0546,0.0568,0.0868,0.2378,0.128,0,0,0.0513,0,0.0314
RASSF9,0.4402,0.584,1.5294,0.142,0.612,1.067,0.3114,0.9653,0.3283,0.4921,1.049,0.6612,0.5201,0.2375,0.1256,0.3098,0.5344,1.1332,0.8032,0.616
ANKRD63,0,0.034,0,0,0,0,0,0,0,0,0.0701,0.0182,0,0.2375,0,0,0,0,0,0
SLC9B1,0.4675,0.3101,0.3062,1.1476,0.078,0.1616,0.6059,0.3041,0.3586,0.4245,0.4373,0.1552,0.226,0.2374,0.5902,0.3489,0.5335,0.3209,0.332,0.1227
REG1A,0,0,0,0,0.357,0,0,0.192,0.2565,0.0525,0,0.1015,0,0.2362,0,0,0,0,0,0
AGBL2,0.079,0.4193,0.6884,0.1797,0.3245,0.6879,0.1161,0.9052,0.6644,1.1217,0.2774,0.5421,0.5758,0.2361,0.2393,0.6544,0.4132,0.412,0.3777,0.3764
LOC441666,0.1615,0.2216,0.3455,0.2785,0.1797,0.4814,0.063,0.139,0.0664,0.2783,0.0812,0.1126,0.1753,0.2358,0.158,0.1909,0.1985,0.2009,0.0702,0.1488
CLDN9,0.0205,0.0182,0.1996,0,0.5138,0.0177,0.0187,0.7737,0.0591,0.0202,0.1124,0.1071,0.0794,0.2357,0,0.0372,0.0598,0.141,0.0365,0.3017
LOC100288637,0.5374,0.2124,0.1772,0.342,0.3857,0.2437,0.1837,0.171,0.5701,0.4115,0.1948,0.405,0.3463,0.2356,0.2447,0.2379,0.2998,0.5527,0.1252,0.284
PTTG2,0,0,0,0,0.424,0.0659,0,0.2736,0.0731,0,0.1044,0,0,0.2356,0,0.3105,0.2222,0,0.6091,0.4802
GAP43,0,0.0272,1.7495,0.2164,0.9459,0.0531,1.8642,1.186,1.2675,0.6639,0.8511,0.0583,0.5943,0.2353,0.2631,0.2596,0.3384,0.765,0.091,0.6453
MPO,0,0.0967,0.0231,0.0505,0.0152,0.059,0.1118,0.0368,0.0393,0.0268,0.0623,0.1296,0.1056,0.2352,0.0585,0.0618,0.4511,0.0762,0.0121,0.1004
KIRREL3,0,0.0102,0.1272,0.0244,0.0386,0.01,0.1158,0.1142,0.1332,0.125,0.1057,0.0384,0.0448,0.2351,0,0.0157,0.0562,0.0844,0,0.1397
SCARNA10,0.5989,0.0589,0.0562,0.281,0,0.115,0,0,0.1276,0,0.3644,0.6314,0.6433,0.235,0.1139,0.4817,0.5171,0,1.1814,0.6286
LOC646862,0.2218,1.0398,0.5624,0.2108,0.0493,1.2457,0,0.0199,0.2765,0.2613,0.6276,0.2946,0.2788,0.235,0.4557,0.2609,0.1939,0.2284,0.2363,0.0931
TPH1,0.2299,0.0963,0.6033,0.1916,1.2246,0.2822,0.1761,0.5427,0.1044,0.5345,0.9276,0.287,0.1053,0.235,0.0828,0.1752,0.376,0.571,0.1504,0.4699
LHX8,0,0,0,0,0,0.0476,0,0,0,0,0,0,0,0.235,0,0.0332,0,0,0,0
RFPL4A,0.2902,0.2139,0.1635,0,0,0.0418,0,0,0.0464,0.1899,0,0.0918,0.0468,0.2349,0.0414,0,0.2114,0.4151,0.2147,0
SLITRK5,0.1625,1.1538,4.2936,1.0395,2.075,1.5822,3.6314,1.7401,1.1942,1.527,3.6707,3.246,1.8463,0.2347,0.1433,1.1981,2.5675,2.8894,0.3234,3.1259
CRYBA4,0.8487,0.1877,0.2242,0,0.177,0,0.6755,0,0,0,0,0.0503,0.3846,0.2342,0,0.192,0,0.1593,0,0.167
TFEC,0.3246,0.1933,0.431,0.2518,1.617,0.4664,1.5001,0.4041,0.3874,0.1658,0.2055,0.2294,0.2977,0.2339,0.1191,0.2337,2.0264,1.4323,0.291,0.5075
THEMIS,0.2591,0.2633,0.6197,0.2445,1.5698,0.2953,0.6269,0.4353,0.1745,0.1515,0.0906,0.3819,0.1865,0.2337,0.0378,0.2195,0.6426,1.3768,0.1077,0.6018
LRRIQ4,0,0.1596,0.061,0.0254,0.0134,0.104,0.0657,0.0216,0,0.0709,0,0.1142,0.0698,0.2337,0,0.2395,0.2805,0.0929,0,0
IAPP,0.2866,0.2438,0.0466,0.3259,0.2207,0.0286,0.1805,0.0396,0.4334,0.2922,0.0604,0.2615,0.373,0.2336,0.0755,0.2394,0.5247,0.1987,0.2153,0.0926
LOC646471,0.1563,0.117,0.1067,0.0635,0.3811,0.1039,0.1586,0.1025,0.098,0.2183,0.1152,0.1996,0.3429,0.2336,0.0206,0.1197,0.1109,0.1496,0.4376,0.0631
MEG8,0.0441,0.273,0.1491,0.1397,0.6866,0,0,0,0.0846,0.0433,0,0.0837,0.0426,0.2336,0,0,0,0.0378,0.3131,0
MMP3,0,0.0425,0,0.0761,0.1069,0.083,0.1202,0.1293,0.0691,0,0.0219,0.1596,0.209,0.2334,0.1645,0.4674,0.4434,0.4845,0,0
CBLN2,0.4151,0.1201,0.1276,0.7888,0.3861,0.0391,4.0087,0.4198,0.5789,0.3482,0.2617,0.0573,0.2334,0.2332,0.1486,0.1092,0.2565,0.3303,0.0938,0.1267
ESR2,0.16,0.1132,0.2975,0.0214,0.2491,0.2834,0.1746,0.0431,0.0921,0.1099,0.0803,0.0987,0.1779,0.2331,0.0548,0.1375,0.2253,0.3638,0.5681,0.8229
LOC284379,0.2112,0.1868,0.1041,0.1486,0,0.1216,0.128,0.0316,0.2193,0.2073,0.2248,0.1169,0.1701,0.2331,0.1958,0.1433,0.0855,0.0604,0,0.1847
RTKN2,0.963,0.6155,0.4989,0.8322,2.3474,0.4331,0.7649,0.2929,0.6799,0.6831,0.3642,0.3723,0.4622,0.233,0.8412,0.3103,0.474,0.6226,0.2459,0.3773
SH3GL1P1,0.8619,0.5367,0.6095,0.3621,0.5869,0.3799,0.224,0.1736,0.2951,0.6043,0.0803,0.2837,0.1445,0.233,0,0.1591,0.3758,0.166,0.2654,0.4061
AKR7L,0.3861,0.1832,0.1194,0.2486,0.0838,0.2115,0.2484,0.169,0.2257,0.2403,0.1719,0.3931,0.4551,0.2328,0.0645,0.017,0.1098,0.3879,0.1337,0.0593
FAM83B,0.0139,0.8157,1.3948,0.3441,0.0925,0.7309,0.0252,1.1509,0.3058,0.987,0.6139,1.9473,0.1274,0.2327,0.0475,0.3513,0.7543,0.7557,0.2339,0.4367
WFDC3,0.3953,1.1071,1.0765,1.0434,0.0244,0.0569,0,0.0394,0.1685,0.8192,0.7616,1.0834,0.1061,0.2327,0.5827,2.4637,0.7038,0.5653,1.2865,0.3457
CNTN2,0.0573,0.238,0.3702,0.0242,0.1465,0.3908,0.1146,0.6345,0.0604,0.1743,0.2247,0.1684,0.1273,0.2326,0.0196,0.1606,0.0612,0.1032,0.1118,0.0481
C9orf163,0.2716,0.0601,0.1148,0.0359,0.2549,0.0587,0.0772,0.0914,0.1465,0.2167,0.2014,0.0805,0.1313,0.2324,0.0581,0.0154,0.1154,0.1165,0,0.0891
LRRC15,0,0.0065,0.0437,0.0546,0.0329,0,0.074,0.0663,0,0.0363,0.0067,0,0.0572,0.2318,0,0,0,0.2538,0,0.0233
ACER1,0.3028,5.2843,2.5247,0.277,1.1673,2.3716,0.0551,0.8149,1.4902,3.9033,0.5342,1.5128,1.3463,0.2317,3.0061,3.835,0.9998,0.3637,5.2136,1.61
LY6H,0.0437,0,0.3505,0.0461,0.1457,0.4904,0.278,1.508,0,0.1286,1.295,0.0828,0.0422,0.2313,0.1495,0.1383,2.9046,0.2997,0,0.2291
ZNF676,0.0299,0.0728,0.1834,0.7112,0.2248,0.4009,0.0817,0.0403,0.1938,0.1469,0.1503,0.2272,0,0.2313,0.1345,0.0813,0.0145,0.0963,0.1595,0.0471
ZNF843,0.2182,0.2991,0.4702,0.1382,0.1577,0.377,0.2778,0.1762,0.1883,0.4605,0.2688,0.7038,0.2531,0.2312,0.2054,0.2468,0.2119,0.3276,0.1743,0.2977
LINGO4,0.236,0.6261,0.4558,0.5338,0.1218,0.4077,2.5064,0.4612,0.2505,0.6949,0.6076,0.3038,0.4073,0.2307,0.4616,0.244,0.3929,0.5568,0.1047,0.4511
KCNA7,0.2059,0.2088,0.1274,0.1644,0.1508,0.0825,0.1234,0.2298,0.183,0.3057,0.1971,0.243,0.4176,0.2306,0.0387,0.2909,0.1854,0.1293,0.5306,0.2847
MUC12,0.0565,0.432,1.0087,0.1279,0.1257,0.4696,0.0269,0.8003,0.3316,1.3037,0.4102,0.157,0.2042,0.2305,0.0138,0.196,0.328,0.2863,0.1684,1.2385
DPF3,0.0387,0.0513,0.1716,0.1429,0.2581,0.2172,0.0264,0.026,0.0742,0.1519,0.0441,0.0367,0,0.2305,0.0497,0.105,0.0188,0.2157,0.1202,0.1725
PPFIA4,0.2172,0.2229,0.1138,0.055,0.2609,0.1426,0.1264,0.1325,0.1958,0.2601,0.2062,0.0989,0.2016,0.2302,0.0595,0.2633,0.211,0.1789,0.162,0.1094
FXYD2,0,0.1972,0.4083,0.1177,0.4133,0,0,0,0,0.2553,0,0.141,0.0727,0.2297,0,0,0.1096,0.542,0.1001,0.39
SLC5A4,0.1407,0.1149,0.0549,0,0.2167,0.1777,0.1477,0.2719,0.1038,0.1062,0.0395,0.0924,0.272,0.2294,0.0185,0.0392,0,0.0371,0.0865,0.4657
WFDC8,1.7998,0.3367,0.0293,0.2923,0.2887,0.1196,0.2361,0.1242,1.9248,0.4417,1.1056,0.4597,0.5353,0.2292,0.3851,0.2349,0.1177,0.2227,0.2151,0.3269
SYCP2L,0.1889,0.3651,0.2542,2.962,0.0467,0.2116,1.7818,0.1193,0.4562,0.5425,0.0511,0.9359,0.1488,0.2286,0.1198,0.2975,0.3533,0.3482,0.1366,0.3084
EGF,1.6588,0.6972,1.0208,0.2112,2.7041,1.6534,3.5384,0.3061,0.8385,3.3914,0.8912,0.9487,6.7172,0.2285,6.7298,1.0857,1.0093,0.4375,1.0965,1.3418
LOC344967,0.7352,0.6021,0.4833,0.3594,0.106,0.1647,0.1858,0.3176,0.0783,0.2539,0.2609,0.4133,0.816,0.2284,0.3146,0.4927,0.0397,0.0701,0.1208,0.4144
CCDC147,0.2784,0.1524,0.1681,0.014,0.2507,0.2004,0.0482,0.1903,0.3241,0.4229,0.1633,0.2012,0.1282,0.2283,0.0908,0.2279,0.309,0.182,0,0.1878
PDZD7,0.4905,0.3452,0.1382,0.1114,0.0293,0.2734,0.259,0.1467,0.2225,0.2174,0.0866,0.1751,0.1529,0.2282,0.0451,0.1193,0.1895,0.2625,0.2575,0.1993
NUGGC,0.0954,0.1539,0.2182,0.0889,0.5432,0.1067,0.2451,0.4482,0.0269,0.1212,0.0359,0.1704,0.0977,0.228,0.0096,0.2184,0.4035,0.2312,0.0997,0.4242
EN2,0.6321,0,0,0.286,0.1865,0.0334,0.1115,0.0116,0,0.0127,0.5474,0.0245,0.318,0.2278,0.2815,0.0117,0.0251,0.0885,0,0.0135
ANXA10,0.3491,0,0,0,0.1013,0,0,0.0817,0.2765,0.1341,0,0,0.132,0.2278,0.1299,0.0549,0,0,0,0
WDR96,0.5894,0.2752,0.6262,0.376,0.5235,0.4173,0.376,0.1322,0.7693,1.0286,0.5193,0.3961,0.4194,0.2277,0.3223,0.1,0.2544,0.7446,0.2616,0.4769
NT5C1A,0,0.1053,0,0,0,0.0857,0,0,0,0.0974,0.0362,0.0753,0.0384,0.2277,0,0,0,0,0.088,0.0416
CXorf57,0.1681,0.3618,0.3694,0.0355,0.4986,0.4987,0.3772,0.5731,0.0967,0.4401,0.3324,0.4466,0.2058,0.2276,0.0671,0.3042,0.5497,0.6155,0.2387,0.3529
HHATL,0.0468,0.2279,0.5147,0,0,0.172,0.0426,0.1051,0,0.1495,0.0321,0.1333,0.2264,0.2275,0.0601,0.2437,0,0.0804,0.3535,0.1967
LOC285441,0.0366,0.0432,0.1858,0.2192,0,0,0,0.504,0.5738,0.2278,0.2898,0.0232,0.0826,0.2265,0,0.0221,0.6168,0.1258,0.0217,0.0256
IL29,0,0.1361,0.0434,0.0542,0.1141,0.0887,0.0933,0,0,0.2015,0,0.0974,0.0496,0.2265,0,0.1857,0,0.1321,0.0455,0
F2RL2,1.0509,0.17,0.2491,0.2571,1.7746,0.1439,3.6254,0.0575,3.7112,0.7423,0.1404,0.0608,0.4088,0.2263,0.0384,0.0928,0.5166,1.7596,0,1.0896
SCT,0.2564,0.4913,0,0,0,0.3691,0.1943,0.1533,0.3687,0.0419,0,0.6486,0.0826,0.2263,0.1463,0.9277,0.3735,0.2933,0.6068,0
NOG,0.3134,0.5852,0.9123,0.1593,0.2195,0.1604,0.1267,0.8955,0.434,0.8432,0.8157,0.5286,0.7966,0.2255,0.1292,0.8401,0.62,0.2191,0.2267,0.9989
DLX6,0.0116,0.1232,0.0098,0.3431,0,0.0201,0.0633,0.6664,0.345,0.1139,2.0127,0.2202,0.0673,0.2255,0.0199,0.105,0.1804,0.0299,0.7006,0.268
LRAT,0.2774,0.2849,0.6616,0.1417,0.0945,0.3633,0.1302,0.1084,0.3732,1.0671,0.641,0.3862,0.2076,0.2251,0.1838,0.2874,0.3954,0.1919,0.139,0.2066
FHAD1,0.0733,0.1641,0.124,0.1139,0.0672,0.2758,0.2394,0.24,0.2772,0.2499,0.1339,0.221,0.1793,0.2248,0.0443,0.1054,0.6872,0.3702,0.0919,0.2581
PRTG,0.119,0.1392,0.1516,0.3247,0.6372,0.3574,0.6659,0.1839,0.2141,0.2803,0.4193,0.3282,0.2017,0.2246,0.1003,0.0795,0.2062,0.2859,0.0406,0.1575
AGBL3,0.1736,0.1042,0.2463,0.1767,0.3861,0.2303,0.2312,0.0723,0.2081,0.4565,0.1698,0.1059,0.0719,0.2245,0.1327,0.0224,0.1927,0.1011,0.1211,0.3774
SPRR2A,0,0,0,0,0,0,0,0,0,0,0,0,0.6749,0.2242,0,0,0,0,0,0
NUF2,0.541,0.1465,0.3266,0.1749,1.2157,0.1431,0.2009,0.0396,0.9634,0.1517,0.4837,0.2409,0.523,0.2242,0.2457,0.2298,1.512,1.2411,0.0588,0.5678
TEX38,0.0508,0.0449,0.1717,0.1072,0,0,0.1386,0,0.0974,0.0498,0.139,0.0482,0.0491,0.2242,0.0869,0,0,0,0,0.0533
DAND5,0.355,0.2916,0.075,0.0402,0.1269,0.2958,0.0461,0.1593,0.0608,0.3734,0.1041,0.2526,0.2574,0.2239,0.0109,0.1491,0.0616,0.1306,0,0.0932
TNNI3,0.2029,0,0,0.1071,0.141,0.0438,0,0,0.1945,0.0996,0,0,0,0.2239,0,0.1377,0,3.1334,0,0
ODAM,0.135,0.8211,1.1841,2.5842,0.9762,0.7292,4.2069,1.9081,0.3075,0.3811,1.0938,1.2491,0.1795,0.2236,0.2312,0.9469,2.0493,0.4925,0.839,0.2126
ADAMTS6,0.0663,0.1705,0.135,0.0191,0.4289,0.164,0.1781,0.127,0.1416,0.3401,0.1595,0.3344,0.3291,0.2235,0.0052,0.1172,0.398,0.1939,0.0642,0.2561
C6orf163,0.2863,0.6554,0.4412,0.4623,0.6181,0.1891,0.3523,0.4381,0.3714,0.8266,0.1537,0.6072,0.3581,0.2231,0.3459,0.6704,0.3598,0.6647,0.2541,0.3712
GPR17,0.0505,0,0.2703,0.0355,0,0.0291,0.1531,0.1208,0.1453,0.1157,0.0154,0.0479,0.1465,0.223,0.0144,0.0914,0.2289,0.0433,0.1943,0.1944
CTNNA2,0.0055,0,0.1854,0.0232,0,0.0095,0.0698,0.0885,0.0578,0.1399,0.1902,0.0104,0.0265,0.2227,0.0188,0.0198,0.0746,0.0565,0,0.023
GPR19,0.0378,0.0446,0.1491,0.0532,0.2522,0.1089,0.2292,0.1582,0.3745,0.1732,0.1495,0.012,0.3045,0.2225,0.0431,0.0912,0.4405,0.7568,0.1007,0.1058
DLEU2L,0.3313,0.2579,0.3136,0,0.9581,0.5038,0.1929,0.0951,0.2287,0.7806,0.0605,0.3143,0.1153,0.2223,0.1021,0.5516,0.6693,0.4549,0.1294,0.4034
CCDC152,0.1132,0.1447,0.1595,0.0133,0.1959,0.0761,0.1831,0.1467,0.0362,0.1112,0.0804,0.3462,0.2128,0.2222,0.1077,0.3016,0.2933,0.2213,0,0.0396
WDR93,0.0539,0.0636,0.1366,0.1138,0.04,0.2483,0.2533,0.1531,0.1378,0.1058,0.0984,0.1023,0.0868,0.2221,0,0.1869,0.4711,0.2235,0.287,0.1037
PLEKHG4B,0.0286,1.0934,0.7051,0.1669,0.2224,1.5107,0.1126,0.2615,0.3488,0.7535,0.4607,1.4945,0.3204,0.222,0.2413,0.4653,0.3108,0.371,0.9029,0.6158
ZNF876P,1.0306,0.2149,0.5807,1.1146,0.4007,0.2389,0.3125,0.7216,0.1687,0.4853,0.3212,0.318,0.2268,0.2219,0.3299,0.4852,0.4883,0.4889,0.1934,0.5892
PABPC1P2,0.2177,0.1234,0.0425,0.0413,0.1055,0.0627,0.066,0.0601,0.1338,0.1534,0.0917,0.1218,0.2806,0.2218,0.0287,0.0808,0.0488,0.0383,0.1883,0.1172
TMEM182,0.7039,0.498,0.9311,1.0856,0.4084,0.4389,1.2248,0.4777,0.5751,0.5768,0.4134,0.3891,0.497,0.2216,0.6182,0.4098,0.9392,0.5935,0.603,0.3405
TENM4,0.0939,0.1489,0.3667,0.0889,0.5041,0.2294,0.5492,0.1205,0.1816,0.2161,0.232,0.2442,0.0845,0.2215,0.0333,0.0732,0.2846,0.1653,0.0115,0.3908
EGFEM1P,0.1595,0.1159,0.0963,0.0902,0.2598,0.0984,0.0933,0.092,0.1092,0.3635,0.1248,0.1675,0.3194,0.2213,0.0293,0.3814,0.2047,0.1809,0.2427,0.1136
ZNF90,0.1224,0.3455,0.2513,0.0185,0.2399,0.5339,0.0371,0.3975,0.0727,0.2575,0.1809,0.7688,0.1409,0.2213,0.0299,0.2584,0.4869,0.4102,0.1759,0.4895
GPR128,0.0278,0,0,0,0.0309,0,0,0,0,0,0,0,0,0.2211,0,0,0,0,0,0
LOC283693,0.5129,0.5001,0.1889,0.1805,0.2779,0.1704,0.1076,0.177,0.3404,0.9552,0.3841,0.3493,0.9661,0.2206,0.1913,0.3688,0.3321,0.2031,0.035,0.3588
MSANTD1,0.1315,0.1047,0.0667,0.1111,0.1024,0.2045,0.0718,0.2124,0.0504,0.2324,0.048,0.1372,0.2415,0.2206,0.045,0.1904,0.1277,0.0903,0.1401,0.0414
DKFZP434A062,0.0307,0.1588,0.0666,0.037,0.0049,0.0567,0.0398,0.055,0.0168,0.0688,0.02,0.0415,0.0931,0.2204,0.0487,0.0396,0.068,0.1804,0.2216,0.1103
BTBD16,0.2377,0.1892,0.0603,0.0376,0,0.154,0.227,0.1493,0.3646,0.5016,0.141,0.1804,0.3216,0.2203,0.1933,0.5268,0.2308,0.102,0,0.4739
LY6G6C,0.0998,0.0441,0.1265,0.2108,0.4441,0.0862,0.2951,0.806,0,0.049,0,0.1421,0.2654,0.2203,0.0214,0.0452,0.0485,0.1713,0,0.55
C6orf123,0.1313,0.5576,0.9324,0.0832,0.073,0.0681,0.1434,0.2592,0.1637,0.477,0.0839,0.162,0.1016,0.2203,0.1124,0.1901,0.1021,0.0225,0.0117,0.1379
CSNK2A1P,0,0.0245,0.0586,0,0,0.0479,0,0.0124,0.0665,0.0544,0,0.0789,0.0804,0.2203,0.0237,0.0125,0,0,0,0.2328
MTUS2,0.9691,0.1228,0.1974,0.3366,0.0421,0.1336,0.1034,0.4106,0.4601,0.1983,0.8758,0.2665,0.2319,0.2202,0.2188,0.0971,0.1104,0.1517,0.1541,0.2187
IGDCC3,0.0196,0.1384,0.0579,0,0.0218,0.1183,0,0.0614,0.0563,0.048,0,0.2876,0.052,0.2202,0,0.0973,0.019,0.0252,0.0825,0.0565
