source,target
INSR,FOXO3
SLC28A3,FOXO3
GLTSCR1,FOXO3
IFT57,FOXO3
HGSNAT,FOXO3
YME1L1,FOXO3
CXORF56,FOXO3
CTBP2,FOXO3
BRCC3,FOXO3
VNN1,FOXO3
CAMK1G,FOXO3
NANOS3,FOXO3
MBD3L1,FEV
WISP3,FEV
PRKY,FEV
SCARNA3,FEV
TSNAX,FEV
TSNAX-DISC1,FEV
FLJ31306,FEV
PBOV1,FEV
DCLK2,FEV
PPP2R4,FEV
LRRC3B,FEV
ISCU,FEV
FAM175A,FEV
BMF,FEV
RPAP3,FEV
SEMA3D,FEV
COL3A1,FEV
TTLL6,FEV
U2AF1L4,FEV
RFX2,FEV
SPTY2D1,FEV
ZYX,FEV
PAPSS2,FEV
ANP32A-IT1,FEV
SMCR5,FEV
MIR1915,FEV
LINC00244,FEV
KMT2D,FEV
FHL3,FEV
GIMAP2,FEV
FAM173A,FEV
RTCB,FEV
FBXO31,FEV
POMGNT1,FEV
FAM13B,FEV
ALMS1P,FEV
FAT4,FEV
SCARNA9,FEV
ESRG,FEV
DIO2,FEV
DEFB125,FEV
LYRM7,FEV
KDM5C,FEV
PLSCR4,FEV
TMIGD1,FEV
OR2S2,FEV
ATN1,FEV
ESYT1,FEV
MESP1,FEV
DOLPP1,FEV
CYP4F8,FEV
TENC1,FEV
ISG20,FEV
CASP4,FEV
IL23A,FEV
RASAL1,FEV
SERINC1,FEV
HHLA2,FEV
ARHGAP9,FEV
CMTM5,FEV
ANK3,FEV
FAM189A2,FEV
ATP6V1G2-DDX39B,FEV
VARS,FEV
REXO1L2P,FEV
REXO1L1P,FEV
NBPF14,FEV
MIR3687-1,FEV
MIR3648-1,FEV
MILR1,FEV
LOC401242,FEV
LINC00685,FEV
HCG26,FEV
FCGR1B,FEV
FAM101B,FEV
TNF,FEV
RNF39,FEV
ZFP57,FEV
TRIM40,FEV
TRIM26,FEV
GTPBP6,FEV
FLOT1,FEV
FAM21A,FEV
TCF19,FEV
PRRC2A,FEV
GNL1,FEV
CYP21A2,FEV
EHMT2,FEV
BRD2,FEV
GPR89B,FEV
NEU1,FEV
TNXB,FEV
HCP5,FEV
HLA-E,FEV
DDX39B,FEV
SLC25A26,FEV
LSM2,FEV
EPCAM,FEV
CACNB2,FEV
NOMO3,FEV
CFLAR,FEV
BLCAP,FEV
ZNF384,FEV
CST8,FEV
SERPINA1,FEV
TXNDC9,FEV
ZMAT5,FEV
PTGDR,FEV
CPB2,FEV
TRIM14,FEV
SPINK1,FEV
IDNK,FEV
MIR940,FEV
CCNI2,FEV
QDPR,FEV
PCBP4,FEV
HES6,FEV
MYO1C,FEV
MAFF,FEV
H3F3A,FEV
FGFR1OP,FEV
BCAP29,FEV
CCDC12,FEV
PHYH,FEV
ARHGEF1,FEV
CCNB1IP1,FEV
ELP5,FEV
SLC25A48,FEV
NUDT17,FEV
KCNE4,FEV
RPF2,FEV
SLC16A1,FEV
INPP5D,FEV
MYO1E,FEV
ERO1LB,FEV
C1QL2,FEV
PKN1,FEV
ATG5,FEV
TTC21B,FEV
FARSB,FEV
MZB1,FEV
ASCL2,FEV
MIF4GD,FEV
TMEM59L,FEV
WFDC9,FEV
IRAK3,FEV
APBB2,FEV
MIB2,FEV
PUM2,FEV
TXNRD2,FEV
ZNF14,FEV
R3HDM4,FEV
HYAL1,FEV
C14ORF93,FEV
SCGB1A1,FEV
ABCB8,FEV
FAM213A,FEV
TEK,FEV
MAN2A1,FEV
PRTG,FEV
PRPF38B,FEV
MCOLN2,FEV
ACSL5,FEV
CD74,FEV
RDX,FEV
JAK3,FEV
LOC146880,FEV
LOC730668,FEV
MIR1258,FEV
CCDC91,FOXI1
BCAR4,FOXI1
MIR520B,FOXI1
WHAMMP2,FOXI1
CDC14C,FOXI1
TAS2R41,FOXI1
RPL13AP6,FOXI1
GSTTP1,FOXI1
GPR151,FOXI1
C11ORF58,FOXI1
EPSTI1,FOXI1
C9ORF84,FOXI1
RALYL,FOXI1
ZNF781,FOXI1
BMPER,FOXI1
UGGT1,FOXI1
